"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Greenland","GRL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","29399999.9","28600000","15900000","34799999.9","47399999.9","80000000","12500000","97500000","127200000","117000000","110700000","127100000","77100000","45000000","38000000","61800000","68800000","150200000","329900000","76200000","47700000","90700000","94100000","142500000","65200000","75200000","76900000","631400000","1346300000","924600000","-788600000","-936494410.38247","-1016996773.78154","19488617.59936","321400000","540000000","635300000","859200000","731386670","499821250","1102460180","876760590","1399819890","1522143500","1407555280","1203355080","845786560","998344470","922397870","1170758860","1004371660","3626364530","1450072830","1650310370","1828129500",
"Guam","GUM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","9000000","-2439999.9","2500000","8199999.9","1360000","800000","5009999.9","-1764705.88304498","4019999.9","588235.294348328","588235.294348328","-1777777.77840988","4433333.33481111","4733333.33491111","4489019.5194584","1810974.26891343","-9000000","4349999.9","2100000","-2060000","7900000","12340000","146610000","69540000","106690000","74420000","59000000","52000000","44000000","46000000","67100000","56000000","43600000","26100000","30000000","76800000","102400000","152400000","178000000","164000000","198000000","246800000","277910000","200558390","237750048.55","137700000","58000000","212241105.393472","1231760000","2690327775.794","1283062521.17088","2236503735.22896","-2996952015.17","-1135036125.52568","8629500000",
"High income","HIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","9317910083.88181","10913280619.9238","12459467678.1274","15640764874.3585","18988579023.9715","19701948478.0888","15740113364.8595","22267927922.23","27350574576.4326","34602587071.4971","45948388221.4678","57416157475.188","54616715457.8235","43921143591.8725","50722464853.8545","33540148641.7877","72339220409.3725","128410391536.137","147738129197.978","179628976077.428","218829366635.868","145773169353.58","145619661488.314","174248515240.703","199320592363.376","274244085186.49","308085844850.969","390373303001.165","652701171228.672","1052491409980.45","1428599111896.61","739932824435.462","607842327464.921","589354096415.51","818802416488.351","1283241327743.41","1859864302714.21","2652217749456.65","1913886403318.37","1135684450781.29","1267855369619.92","1716896615280.59","1446738438433.71","1497139952208.76","1351261092938.17","2192577008778.95","2230531446338.23","1745252762499.12","515556791027.367","1413489896202.51","664152736928.246","1697401634032.72","1298818003202.71","570474686157.344","1134378483983.08",
"Hong Kong SAR, China","HKG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","49822078","59483393.5","110442097","271274584.7","153444422.9","377359617.8","255361829.7","273737273","477382649.1","648065889.9","710201409.3","2062785581.9","1236856767.6","1144127082.4","1287739696","-267220620.9","1888313589.9","6249829233.7","4978949480.4","2041094981.4","3275072300","1020860060","3887467100","6929625910","7827938820","6213362500","10460173710","11368147930","13939361335.8581","25355410569.0153","70495739305.8458","31291719644.6149","6747855220.81764","18567357065.233","22194238604.966","40963127270.6954","44901793968.8763","62121011424.0703","67035187587.6671","54275707074.2543","82709142976.2978","96135081265.0953","74887135901.3219","76857453417.8736","129847455921.474","181047431127.246","133259182324.997","125716724339.795","97036255478.9459","58299361094.7774","117452284750.967","137191251277.419","122407913138.418","121985594745.393","117026502147.146",
"Honduras","HND","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","8400000","7400000","3000000","6599999.9","-1149999.99976168","7000000","5250000","8900000","13150000","28200000","5800000","-3600000","13800000","21000000","20450000","27500000","30000000","38650000","48300000","51000000","43500000","52100000","47600000","26700000","34800000","50000000","90900000","121500000","99000000","237300000","349978000","309826700","287314899.999999","390166272.910662","592120092.945896","601059572.180071","717591908.177829","966926354.327952","1200798087.04613","494497450.521717","607376418.071286","1042571020.77029","1081346795.58821","1069029263.15977","1704790710.03867","1316679827.33596","1147030449.99683","949955941.517778","1442587576.20959","955095297.980428","236016866.159636","800315953.182342","758286498.804818","1086111945.15352","1309045847.41366",
"Heavily indebted poor countries (HIPC)","HPC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","306793998.9","143209999.60068","259054984.03911","380329998.895316","377841909.974427","513134920.599953","541019849.465993","421326634.480851","695217442.334786","694128839.634426","789971792.476551","754371998.284071","483790872.031398","188085491.379686","203002617.815033","578010393.093587","-15811822.0471531","553089685.779257","619129808.432835","919883278.634391","708906382.128227","355549395.156933","588676343.275943","1219407228.98125","1186793913.75743","1683486034.69922","1897157222.98161","3333085607.09566","4053908685.71391","4612000892.2125","4053413015.19882","4685436000.29559","5892830400.53591","6836256857.01364","7422180817.86331","8173921981.86352","10333820168.4609","14873118483.3514","19433535055.8534","15646350122.0463","23687328773.951","28510235839.9849","32570848782.2556","35188732015.5684","29413034854.6819","29844492523.8333","24562923813.71","29665460417.7173","28390334785.8975","24239316285.247","19395552899.5598","32602309532.2458","27850655813.8691","33458432139.5607","46875227170.5938",
"Croatia","HRV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","144186480.153655","114440874.376862","108053139.664729","492528182.656309","596514805.246476","1004077219.7839","1454741833.64146","1015069996.97348","1036758145.87206","980784304.813265","1846434012.04769","1314179917.33291","1814728743.16264","3346611893.3292","4645807617.35417","5249620116.02881","3069599255.91981","1545050408.33733","1248979435.63125","1465100044.52763","953913354.19207","3187739083.0843","488655917.568244","1574455103.96607","1820430355.43777","1645992913.89195","3978656307.57573","1471750500.4312","5125181839.24963","3927390914.43453","3341914870.689","4665323978.67975",
"Haiti","HTI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2799999.9","3400000.00068","4059985.03910975","6979999.99531595","7939993.41632895","2640000.000528","7780000.001556","8000000.0016","10000000.002","12000000.0024","13000000.0026","8340000.001668","7080000.001416","8420000.001684","4460000.00037167","4920000","4820000","4680000","10100000","9360000","8000000","-1800000","-2200000","-2800000","-2800000","7400000","4100000","4000000","10760000","30000000","13250000","4400000","5700000","13800000","5900000","26000000","160600000","74500000","29800000","55470000","178000000","119000000","156000000","161918586.25","99000000","105680000","104900000","374860000","105000000","75000000","25000000","51299000","39413200","23647920","40867400",
"Hungary","HUN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","553809000","1462141210.2598","1479165393.92739","2349715110.57644","1144083870.1178","4804151332.43275","3288936448.51942","4164123319.59139","3261654749.7936","3384965975.25316","2747712559.81382","4058819560.69833","3643428379.51995","4157510420.33352","4538099567.15789","27489690204.0215","18678720024.6861","70631297038.9164","74741370128.9627","-2986078748.11142","-20952692164.6004","10563869736.8554","10670096331.9645","-3730081935.94211","12880113629.556","-5469731521.61746","69453473203.2501","-12371761179.6433","-64648352413.5288","98265233190.1349","167399384338.449","33516328362.4347","-1914414091.41235","-70837013939.8377","-34949042582.5247",
"IBRD only","IBD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1974995749.95986","2215354456.45561","1754439891.06308","3636255888.43103","4237159395.56592","4911047631.04849","4054732884.01899","3877538949.39299","5464088365.23893","6006549346.32431","7164844015.42163","9799958942.78796","7806023145.69399","7231278483.62765","7691939705.2662","9094138072.72988","8596806231.8287","9289040920.95535","15832627199.7431","15242309048.4603","15698791492.6851","20764025930.4717","31514096010.7748","49336389957.6587","69790197661.6379","78648248973.5396","97972705987.8737","126543590163.361","129561698793.36","137556725736.821","125427367463.19","144294177799.262","130421200298.817","131619193272.083","170453651314.721","244763555478.205","295474015622.503","407794659138.028","466539988393.468","343967831559.016","519622254192.24","598314313503.318","556305837252.861","601450312113.762","554923458537.084","535344323505.255","456808071349.168","450613240773.427","536710022988.674","477127222285.077","481773069889.705","653389396199.034","522922513857.351","337969300871.338","351557670248.773",
"IDA & IBRD total","IBT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3185749258.65442","3228200627.89479","2441930721.99608","4576286187.03671","5315430382.63841","6386014546.48053","5057396784.90478","5087855049.29258","6914468756.5075","8072175318.72929","8527448083.33721","13331873314.6267","11305460471.9525","9615144464.57095","9430034343.87815","11752393358.9004","10015078860.3114","11812809812.5161","19008898496.1167","22275565389.6046","21932530220.0148","30993544369.7301","44309981904.5813","64740628589.247","86711691080.9079","98196326813.8984","123893719215.403","163989070967.644","163036069176.023","176534030837.112","163560306382.381","174333651276.517","159665476155.558","173574772690.481","239680885535.567","321459824450.666","425936821079.64","590378483243.295","673156251855.938","461795905824.845","667092727474.123","788160612753.029","732108826138.34","775709657053.751","705948396848.242","658766502329.586","596999380951.268","577488686902.598","649282104528.836","618733832580.458","576007041981.851","850974450818.132","643094217341.928","463171778400.296","485119492097.458",
"IDA total","IDA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","685459998.9","507999999.70068","693314983.73911","941949998.495316","758431038.142848","1039086570.58909","1032065110.30856","995583280.167764","1067822015.97342","1268949809.78947","401679118.49133","1676199523.54697","1166398330.80263","905787654.674103","582625202.964082","1430067110.97918","486495775.504707","1478005060.21117","1421806813.91212","3277784968.78333","1916797529.70256","2284086493.14092","3237278294.98027","4713256775.08533","4592229364.57895","3774968095.05216","4437526552.74125","5763139413.40408","6013420065.56187","6734077242.82269","6600908160.63282","7046289673.34429","9249121784.13502","10903488844.0464","13575966905.2394","18890032702.8638","25807360298.5628","35939070568.3863","43844266016.7057","35931477290.5853","41449185436.0866","51412007168.5765","51178962770.715","53581730933.865","48160200814.2967","50307107902.0881","45259946636.7835","51626818692.3072","46076481338.3742","44162192236.9791","36441616819.5415","51960628922.9842","44961607969.3953","52853474530.4123","67082466286.4759",
